EmployeeID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,TrainingDate,TrainingProgramName,TrainingType,TrainingOutcome,TrainingDuration_Days,TrainingCost,Age
1991,18 June 2019,Production Technician II,CCDR,Active,Contract,Zone B,Temporary,Production       ,General - Con,01 January 1949,MA,Female,Other,Married,Fully Meets,3,26 January 2023,2,1,3,24 January 2023,Technical Skills,External,Failed,2,643.63,20
1992,20 May 2019,Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,25 February 1950,MA,Female,White,Divorced,Fully Meets,3,06 February 2023,4,3,3,11 September 2022,Communication Skills,Internal,Failed,2,827.05,43
1993,16 October 2020,Production Technician II,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,21 July 1972,MA,Female,Hispanic,Divorced,Fully Meets,3,10 December 2022,5,2,4,02 May 2023,Customer Service,External,Failed,3,995.42,60
1994,01 July 2022,Production Technician II,MSC,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,29 December 1988,MA,Female,Other,Single,Fully Meets,3,04 October 2022,5,5,1,20 April 2023,Technical Skills,External,Passed,4,360.61,59
1995,17 December 2022,Production Technician II,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,06 August 1978,MA,Female,Other,Married,Fully Meets,3,23 April 2023,4,3,1,23 August 2022,Communication Skills,External,Passed,3,658.54,52
1996,24 October 2021,Production Technician II,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,10 July 1992,MA,Female,White,Single,Fully Meets,3,01 August 2023,3,5,2,16 December 2022,Communication Skills,Internal,Failed,5,250.11,81
1997,28 February 2019,Production Technician II,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,09 June 1990,MA,Female,Asian,Divorced,Fully Meets,3,16 February 2023,3,3,2,29 April 2023,Project Management,Internal,Failed,4,819.65,23
1998,24 March 2022,Production Technician II,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,21 February 1999,MA,Female,Black,Widowed,Fully Meets,3,07 September 2022,2,4,3,01 December 2022,Technical Skills,Internal,Completed,2,186.77,32
1999,17 October 2021,Production Technician II,PL,Active,Contract,Zone A,Temporary,Production       ,Field Operations,22 June 1943,MA,Female,Other,Widowed,Fully Meets,3,12 July 2023,3,2,2,08 May 2023,Technical Skills,External,Passed,4,633.67,72
2000,13 May 2022,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,07 July 1963,MA,Female,Black,Widowed,Fully Meets,3,25 October 2022,1,3,3,20 March 2023,Technical Skills,Internal,Incomplete,3,236.34,55
2001,09 October 2019,Production Technician I,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),17 August 1977,MA,Female,White,Widowed,Fully Meets,3,09 February 2023,5,3,5,04 May 2023,Leadership Development,Internal,Incomplete,4,504.62,26
2002,12 October 2018,Production Technician I,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,General - Con,25 May 1990,MA,Female,White,Married,Fully Meets,3,11 March 2023,1,4,2,26 October 2022,Project Management,External,Incomplete,1,217.86,38
2003,13 April 2020,Production Technician I,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,Shop (Fleet),01 July 1985,MA,Female,Other,Married,Fully Meets,3,19 June 2023,5,5,1,12 December 2022,Technical Skills,External,Completed,4,148.97,54
2004,25 April 2021,Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Engineers,05 April 2001,MA,Female,Other,Divorced,Fully Meets,3,05 May 2023,3,3,4,27 February 2023,Leadership Development,Internal,Completed,1,628.83,70
2005,21 December 2018,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,09 March 1947,MA,Female,Asian,Widowed,Fully Meets,3,04 November 2022,2,1,2,22 April 2023,Leadership Development,Internal,Completed,2,458.78,49
2006,19 September 2021,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,Executive,23 October 1973,MA,Male,Other,Married,Fully Meets,3,21 October 2022,5,5,2,22 December 2022,Communication Skills,External,Completed,2,892.65,78
2007,15 December 2020,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,05 May 1979,MA,Female,Black,Widowed,Fully Meets,3,28 July 2023,4,1,5,28 February 2023,Communication Skills,External,Passed,1,211.17,58
2008,15 July 2019,Production Technician I,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,03 September 1941,MA,Female,Asian,Widowed,Fully Meets,3,17 March 2023,1,2,2,24 October 2022,Project Management,External,Passed,2,478.95,57
2009,17 November 2021,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,01 October 1997,MA,Female,White,Widowed,Fully Meets,3,27 February 2023,5,2,2,20 January 2023,Customer Service,Internal,Incomplete,1,319.94,34
2010,04 February 2023,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Catv,07 March 1949,MA,Female,Hispanic,Married,Fully Meets,3,17 February 2023,4,4,4,22 August 2022,Communication Skills,Internal,Passed,2,601.66,71
2011,03 July 2022,Production Technician I,EW,Active,Contract,Zone B,Temporary,Production       ,Finance & Accounting,06 August 1994,MA,Female,Asian,Married,Fully Meets,3,27 January 2023,3,2,2,30 April 2023,Leadership Development,Internal,Completed,1,999.96,60
2012,24 January 2020,Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,06 June 1984,MA,Female,White,Single,Fully Meets,3,26 July 2023,2,3,2,18 September 2022,Communication Skills,External,Incomplete,2,138.67,57
2013,07 July 2019,Production Technician I,TNS,Active,Contract,Zone A,Temporary,Production       ,General - Con,08 April 1952,MA,Female,Black,Widowed,Fully Meets,3,07 March 2023,4,5,4,21 February 2023,Leadership Development,External,Failed,2,962.76,80
2014,13 March 2022,Production Technician II,EW,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,11 November 1984,MA,Female,Asian,Divorced,Fully Meets,3,07 August 2022,2,5,4,02 March 2023,Technical Skills,External,Incomplete,4,106.88,44
2015,02 June 2023,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,05 March 1992,MA,Female,White,Widowed,Fully Meets,3,13 August 2022,4,3,1,30 September 2022,Leadership Development,Internal,Passed,1,561.89,33
2016,08 April 2021,Production Technician II,NEL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,01 October 1958,MA,Female,White,Widowed,Fully Meets,3,31 May 2023,1,3,5,13 September 2022,Technical Skills,Internal,Incomplete,5,775.52,73
2017,02 December 2019,Production Technician II,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,17 April 1971,MA,Female,Black,Single,Fully Meets,3,11 July 2023,2,5,4,03 December 2022,Communication Skills,External,Incomplete,4,397.01,65
2018,09 March 2022,Production Technician II,PYZ,Active,Contract,Zone C,Temporary,Production       ,Yard (Material Handling),27 January 1986,MA,Female,Asian,Divorced,Fully Meets,3,31 October 2022,5,2,1,21 August 2022,Customer Service,External,Incomplete,5,739.74,76
2019,26 March 2022,Production Technician II,SVG,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,08 January 1977,MA,Female,White,Widowed,Fully Meets,3,21 March 2023,2,1,4,06 October 2022,Technical Skills,External,Completed,2,789.2,76
2020,08 May 2021,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,14 February 1946,MA,Female,Black,Widowed,Fully Meets,3,28 November 2022,2,1,4,18 August 2022,Leadership Development,Internal,Failed,3,428.51,27
2021,29 November 2022,Production Technician II,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,11 December 1955,MA,Female,Asian,Widowed,Fully Meets,3,28 August 2022,1,3,4,29 April 2023,Project Management,External,Incomplete,4,646.72,41
2022,24 May 2019,Production Technician II,BPC,Active,Contract,Zone B,Part-Time,Production       ,Wireless,30 August 1941,MA,Female,White,Divorced,Fully Meets,3,11 November 2022,5,3,5,09 October 2022,Leadership Development,External,Incomplete,3,742.84,75
2023,29 January 2022,Production Technician II,CCDR,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,04 August 1962,MA,Female,Hispanic,Divorced,Fully Meets,3,10 October 2022,3,4,4,25 November 2022,Communication Skills,External,Incomplete,2,894.92,27
2024,06 July 2021,Production Technician II,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,25 March 1991,MA,Female,Asian,Single,Fully Meets,3,25 October 2022,2,1,5,11 June 2023,Communication Skills,External,Failed,1,222.56,20
2025,29 January 2021,Production Technician II,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,11 April 1975,MA,Female,Asian,Single,Fully Meets,3,02 May 2023,1,2,4,17 January 2023,Technical Skills,Internal,Passed,2,699.76,78
2026,13 May 2023,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,26 February 1970,MA,Female,Hispanic,Married,Fully Meets,3,22 March 2023,2,4,4,08 August 2022,Project Management,External,Incomplete,3,124.93,51
2027,22 May 2019,Production Technician I,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,04 August 1974,MA,Female,Black,Single,Fully Meets,3,15 June 2023,3,1,3,08 August 2022,Technical Skills,External,Incomplete,5,664.12,22
2028,30 September 2021,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,02 May 1981,MA,Female,Hispanic,Widowed,Fully Meets,3,01 October 2022,4,4,4,18 February 2023,Project Management,External,Passed,2,862.82,46
2029,09 September 2019,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,23 October 1943,MA,Female,Black,Single,Fully Meets,3,30 September 2022,2,5,1,14 November 2022,Project Management,External,Passed,1,813.01,42
2030,26 April 2019,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,13 August 1982,MA,Female,Asian,Married,Fully Meets,3,07 April 2023,4,1,5,28 July 2023,Communication Skills,External,Incomplete,4,349.75,73
2031,19 February 2022,Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,16 June 1977,MA,Male,Asian,Married,Fully Meets,3,09 February 2023,1,3,1,25 July 2023,Technical Skills,External,Failed,1,244.5,18
2032,16 April 2022,Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,05 November 1996,MA,Male,Asian,Divorced,Fully Meets,3,02 July 2023,5,2,4,21 November 2022,Customer Service,Internal,Completed,3,873.52,52
2033,12 May 2022,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,28 January 1991,MA,Female,White,Divorced,Fully Meets,3,10 October 2022,4,1,5,11 March 2023,Leadership Development,External,Passed,1,358.65,66
2034,26 August 2021,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,19 January 1947,MA,Female,Asian,Married,Fully Meets,3,30 January 2023,2,4,1,20 January 2023,Technical Skills,Internal,Passed,1,632.33,68
2035,06 June 2020,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,14 March 2001,MA,Female,Asian,Married,Fully Meets,3,11 January 2023,4,2,3,17 February 2023,Customer Service,External,Failed,2,565.81,31
2036,26 June 2022,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,Aerial,18 February 1942,MA,Female,Asian,Single,Fully Meets,3,18 March 2023,4,3,4,24 September 2022,Communication Skills,Internal,Completed,3,849.04,49
2037,09 January 2021,Production Technician I,EW,Active,Contract,Zone C,Full-Time,Production       ,General - Con,27 August 1945,MA,Female,White,Married,Fully Meets,3,28 January 2023,2,5,4,16 July 2023,Leadership Development,Internal,Failed,1,519.43,69
2038,02 September 2018,Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,04 May 2001,MA,Female,Black,Married,Fully Meets,3,18 February 2023,5,3,2,13 August 2022,Technical Skills,Internal,Passed,2,694.03,58
2039,22 April 2022,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,04 October 1957,MA,Female,White,Single,Fully Meets,3,06 October 2022,5,2,2,24 May 2023,Customer Service,External,Incomplete,1,738.69,46
2040,05 December 2021,Production Technician II,NEL,Future Start,Contract,Zone B,Temporary,Production       ,General - Con,04 December 1949,MA,Female,Other,Divorced,Fully Meets,3,23 April 2023,1,2,5,22 April 2023,Communication Skills,Internal,Passed,5,753.51,21
2041,13 September 2022,Production Technician II,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,18 April 1997,MA,Female,Black,Single,Fully Meets,3,19 June 2023,1,1,5,25 September 2022,Technical Skills,External,Completed,5,970.6,66
2042,24 November 2019,Production Technician II,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,29 February 1992,MA,Female,White,Married,Fully Meets,3,24 June 2023,5,2,1,14 February 2023,Customer Service,External,Passed,1,651.4,27
2043,19 March 2020,Production Technician II,CCDR,Active,Contract,Zone C,Part-Time,Production       ,Isp,21 September 1967,MA,Female,White,Married,Fully Meets,3,07 June 2023,1,3,3,08 October 2022,Project Management,Internal,Passed,5,809.68,55
2044,14 September 2022,Production Technician II,SVG,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,20 February 1992,MA,Female,Black,Married,Fully Meets,3,14 November 2022,5,1,5,05 August 2023,Customer Service,External,Passed,5,570.91,52
2045,21 September 2021,Production Technician II,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Fielders,19 November 1976,MA,Female,Other,Divorced,Fully Meets,3,05 June 2023,3,1,4,04 May 2023,Customer Service,Internal,Incomplete,1,852.72,51
2046,22 May 2020,Production Technician II,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,26 October 1948,MA,Female,Asian,Widowed,Fully Meets,3,03 March 2023,2,2,4,25 December 2022,Technical Skills,Internal,Incomplete,1,787.98,72
2047,13 December 2022,Production Technician II,TNS,Active,Contract,Zone A,Part-Time,Production       ,Aerial,23 August 1966,MA,Female,White,Single,Fully Meets,3,24 August 2022,3,5,3,15 August 2022,Technical Skills,Internal,Failed,1,942.72,55
2048,07 February 2022,Production Technician II,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Aerial,06 April 1995,MA,Female,Asian,Married,Fully Meets,3,25 November 2022,2,5,4,02 November 2022,Customer Service,External,Failed,2,626.4,24
2049,06 October 2020,Production Technician II,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,07 May 1942,MA,Female,Asian,Widowed,Fully Meets,3,06 June 2023,3,1,3,28 March 2023,Project Management,Internal,Failed,4,765.68,30
2050,11 January 2022,Production Technician II,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Wireless,03 February 1953,MA,Female,White,Widowed,Fully Meets,3,03 April 2023,5,4,5,13 December 2022,Communication Skills,Internal,Completed,3,904.54,76
2051,26 February 2022,Production Technician I,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,13 April 1999,MA,Female,Black,Single,Fully Meets,3,12 August 2022,5,2,4,17 March 2023,Project Management,Internal,Incomplete,2,761.28,39
2052,10 June 2020,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,12 May 1956,MA,Female,Hispanic,Married,Fully Meets,3,06 July 2023,1,4,4,06 November 2022,Project Management,Internal,Completed,4,507.49,72
2053,27 September 2021,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,09 February 1989,MA,Female,White,Divorced,Fully Meets,3,23 June 2023,5,3,1,13 May 2023,Leadership Development,Internal,Incomplete,5,862.9,24
2054,25 October 2018,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,30 December 1993,MA,Female,Black,Married,Fully Meets,3,04 February 2023,4,5,3,06 June 2023,Leadership Development,Internal,Incomplete,4,528.18,52
2055,25 November 2020,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,19 July 1989,MA,Female,White,Divorced,Fully Meets,3,28 October 2022,5,4,2,08 November 2022,Technical Skills,External,Passed,2,805.7,71
2056,17 April 2020,Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,25 July 1957,MA,Female,White,Divorced,Fully Meets,3,12 July 2023,3,4,1,02 February 2023,Technical Skills,External,Failed,1,190.55,64
2057,15 April 2021,Production Technician I,WBL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,14 December 1964,MA,Male,Hispanic,Married,Fully Meets,3,06 May 2023,4,1,3,01 January 2023,Customer Service,Internal,Failed,3,605.36,75
2058,17 April 2022,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,13 January 1984,MA,Male,White,Divorced,Fully Meets,3,29 May 2023,5,5,4,31 December 2022,Customer Service,Internal,Passed,1,338.16,47
2059,29 July 2023,Production Technician I,PL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,27 July 1987,MA,Female,White,Married,Fully Meets,3,09 May 2023,4,4,5,06 May 2023,Customer Service,External,Completed,3,969.03,77
2060,26 January 2023,Production Technician I,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,18 September 1942,MA,Female,Asian,Divorced,Fully Meets,3,26 June 2023,5,5,5,23 July 2023,Project Management,External,Failed,3,442.39,29
2061,12 December 2018,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,06 August 1946,MA,Female,Other,Married,Fully Meets,3,26 May 2023,2,4,3,15 March 2023,Technical Skills,External,Incomplete,1,952.69,70
2062,25 October 2018,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,18 July 1950,MA,Female,Hispanic,Single,Fully Meets,3,05 September 2022,4,1,2,20 May 2023,Project Management,External,Passed,1,842.36,61
2063,20 May 2021,Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,Aerial,26 March 1944,MA,Female,Hispanic,Married,Fully Meets,3,06 April 2023,4,5,3,01 January 2023,Technical Skills,External,Failed,5,333.78,38
2064,28 August 2020,Production Technician I,MSC,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,10 May 1964,MA,Female,White,Single,Fully Meets,3,13 March 2023,1,3,5,10 September 2022,Technical Skills,Internal,Passed,2,343.22,34
2065,10 May 2020,Production Technician II,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,29 February 1972,MA,Female,Other,Single,Fully Meets,3,13 January 2023,5,4,4,15 May 2023,Leadership Development,Internal,Failed,1,283.86,70
2066,04 August 2023,Production Technician II,MSC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,25 May 1989,MA,Female,Asian,Single,Fully Meets,3,08 October 2022,1,5,1,03 September 2022,Customer Service,Internal,Passed,5,107.29,51
2067,22 April 2022,Production Technician II,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,20 October 1949,MA,Female,White,Divorced,Fully Meets,3,14 March 2023,5,2,1,10 May 2023,Leadership Development,External,Failed,4,320.87,53
2068,05 June 2021,Production Technician II,PL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,07 September 1962,MA,Female,White,Divorced,Fully Meets,3,22 August 2022,4,3,5,03 February 2023,Leadership Development,Internal,Incomplete,3,670.68,70
2069,29 June 2022,Production Technician II,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,25 December 1991,MA,Female,Other,Widowed,Fully Meets,3,22 July 2023,3,1,5,10 May 2023,Communication Skills,External,Incomplete,3,685.62,71
2070,02 July 2022,Production Technician II,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,20 February 1969,MA,Female,White,Divorced,Fully Meets,3,23 February 2023,3,4,5,12 April 2023,Technical Skills,Internal,Completed,5,842.88,22
2071,04 January 2023,Production Technician II,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,14 May 1977,MA,Female,White,Widowed,Fully Meets,3,15 September 2022,2,1,5,09 February 2023,Technical Skills,Internal,Incomplete,5,735.7,23
2072,08 July 2023,Production Technician II,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,07 September 1980,MA,Female,White,Single,Fully Meets,3,21 September 2022,5,4,1,17 June 2023,Customer Service,Internal,Passed,5,974.31,25
2073,03 March 2023,Production Technician II,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,18 July 1956,MA,Female,Hispanic,Single,Fully Meets,3,12 February 2023,1,2,2,03 August 2023,Project Management,Internal,Incomplete,3,760.53,73
2074,19 August 2019,Production Technician II,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,25 November 1967,MA,Female,Hispanic,Widowed,Fully Meets,3,05 July 2023,3,2,4,20 September 2022,Project Management,Internal,Passed,5,640.97,29
2075,30 October 2018,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,13 October 1976,MA,Female,Other,Married,Fully Meets,3,27 February 2023,4,5,2,27 October 2022,Customer Service,External,Incomplete,5,807.49,27
2076,07 December 2021,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,27 July 1943,MA,Female,Black,Divorced,Fully Meets,3,07 January 2023,5,5,1,08 November 2022,Communication Skills,Internal,Completed,3,350.22,34
2077,18 November 2020,Production Technician I,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,25 December 1943,MA,Female,Asian,Married,Fully Meets,3,26 July 2023,4,1,1,07 April 2023,Communication Skills,Internal,Completed,4,447.67,52
2078,26 September 2018,Production Technician I,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,26 October 1986,MA,Female,White,Single,Fully Meets,3,21 October 2022,5,5,2,07 August 2022,Communication Skills,Internal,Incomplete,5,737.61,32
2079,19 June 2022,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,12 June 1956,MA,Female,White,Married,Fully Meets,3,03 March 2023,4,2,3,15 January 2023,Leadership Development,External,Completed,4,444.96,33
2080,15 September 2022,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Production       ,Catv,03 November 1960,MA,Female,Other,Married,Fully Meets,3,12 February 2023,4,1,4,09 June 2023,Project Management,External,Failed,1,605.05,69
2081,09 May 2020,Production Technician I,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,08 June 1988,MA,Female,Asian,Married,Fully Meets,3,21 February 2023,1,1,4,14 May 2023,Customer Service,External,Failed,4,744.4,32
2082,17 February 2021,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,08 January 1961,MA,Male,Black,Single,Fully Meets,3,01 January 2023,4,2,4,09 August 2022,Customer Service,External,Incomplete,1,230.77,26
2083,12 April 2020,Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,16 May 1981,MA,Female,Hispanic,Divorced,Fully Meets,3,26 June 2023,2,2,4,21 December 2022,Project Management,External,Incomplete,5,569.44,38
2084,30 March 2021,Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,06 February 1971,MA,Female,Hispanic,Divorced,Fully Meets,3,26 May 2023,3,2,2,02 February 2023,Project Management,External,Passed,1,677.67,28
2085,05 May 2019,Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,12 July 1999,MA,Female,Asian,Married,Fully Meets,3,13 October 2022,3,4,4,29 March 2023,Project Management,External,Incomplete,1,963.42,29
2086,31 May 2021,Production Technician I,PL,Active,Contract,Zone A,Part-Time,Production       ,General - Con,14 November 1978,MA,Female,Asian,Divorced,Fully Meets,3,05 August 2022,5,4,3,03 April 2023,Communication Skills,External,Completed,3,488.66,69
2087,21 November 2019,Production Technician I,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,19 December 1959,MA,Female,Black,Widowed,Fully Meets,3,14 November 2022,4,4,1,02 April 2023,Leadership Development,Internal,Completed,3,450.94,37
2088,19 July 2019,Production Technician I,SVG,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),27 May 1960,MA,Female,White,Divorced,Fully Meets,3,21 December 2022,2,1,2,09 February 2023,Communication Skills,External,Completed,3,407.99,61
2089,29 December 2018,Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Production       ,Technology / It,04 June 1966,MA,Female,White,Married,Fully Meets,3,16 June 2023,5,3,3,04 January 2023,Communication Skills,Internal,Completed,2,423.31,26
2090,12 January 2023,Production Technician II,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,30 October 1942,MA,Female,Asian,Divorced,Fully Meets,3,23 July 2023,3,4,3,23 October 2022,Leadership Development,Internal,Incomplete,1,189.64,22
2091,25 November 2022,Production Technician II,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,14 March 1999,MA,Female,Black,Single,Fully Meets,3,21 February 2023,3,1,1,20 July 2023,Leadership Development,Internal,Incomplete,3,102.77,56
2092,13 November 2019,Production Technician II,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,09 September 1987,MA,Female,Asian,Widowed,Fully Meets,3,24 July 2023,1,2,3,13 March 2023,Communication Skills,External,Completed,5,246.13,75
2093,08 September 2020,Production Technician II,PL,Active,Contract,Zone A,Temporary,Production       ,General - Con,06 May 1948,MA,Female,Hispanic,Married,Fully Meets,3,01 February 2023,2,3,1,23 April 2023,Leadership Development,External,Failed,5,628.62,38
2094,16 June 2019,Production Technician II,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,12 January 1964,MA,Female,Black,Married,Fully Meets,3,25 August 2022,2,5,5,11 March 2023,Leadership Development,Internal,Passed,4,739.32,50
2095,14 July 2023,Production Technician II,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,19 October 1997,MA,Female,Other,Divorced,Fully Meets,3,21 July 2023,5,3,1,14 November 2022,Leadership Development,Internal,Passed,3,773.16,75
2096,18 July 2023,Production Technician II,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,17 July 1985,MA,Female,Black,Single,Fully Meets,3,28 May 2023,3,4,4,25 April 2023,Communication Skills,External,Completed,3,838.65,56
2097,06 December 2018,Production Technician II,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,25 February 1964,MA,Female,Black,Widowed,PIP,2,30 August 2022,2,1,4,26 November 2022,Technical Skills,External,Incomplete,3,426.55,27
2098,15 July 2020,Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,19 May 1950,MA,Female,Other,Divorced,PIP,5,01 February 2023,2,4,1,25 September 2022,Project Management,External,Incomplete,2,254.35,69
2099,30 October 2018,Production Technician I,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,29 March 1969,MA,Female,Hispanic,Widowed,PIP,4,26 March 2023,1,4,5,28 February 2023,Customer Service,External,Completed,2,829.08,39
2100,13 September 2022,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,Aerial,24 November 1944,MA,Female,Other,Divorced,Exceeds,4,09 January 2023,1,1,1,29 April 2023,Communication Skills,External,Incomplete,2,710.31,35
2101,28 December 2022,Production Technician I,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,13 December 1964,MA,Female,Hispanic,Married,PIP,5,10 January 2023,4,4,2,29 June 2023,Leadership Development,External,Completed,1,751.81,59
2102,24 March 2023,Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,23 January 1966,MA,Female,Asian,Single,Exceeds,2,16 July 2023,1,1,3,04 May 2023,Communication Skills,Internal,Passed,1,598.51,43
